Name,Hex (24 bit),Red (8 bit),Green (8 bit),Blue (8 bit)
Crimson glory,#B1123C,177,18,60
Crimson glory,#D80029,216,0,41
Crimson glory,#A41037,164,16,55
Crimson red,#990000,153,0,0
Crimson red,#990000,153,0,0
Crimson red,#A60000,166,0,0
Crimson red,#8C0000,140,0,0
Crimson red,#B20000,178,0,0
Crimson red,#800000,128,0,0
Crimson red,#990808,153,8,8
Crimson red,#8C0707,140,7,7
Crimson red,#800606,128,6,6
Crimson red,#990F0F,153,15,15
Crimson red,#8C0E0E,140,14,14
Crimson red,#800D0D,128,13,13
Cultured,#F5F5F5,245,245,245
Cultured,#F5F5F5,245,245,245
Cultured,#FFFFFF,255,255,255
Cultured,#E8E8E8,232,232,232
Cultured,#DCDCDC,220,220,220
Cultured,#F5E9E9,245,233,233
Cultured,#F5FFFF,245,255,255
Cultured,#FFF5F5,255,245,245
Cultured,#E8F4F4,232,244,244
Cultured,#DCE6E6,220,230,230
Cultured,#F5DCDC,245,220,220
Cultured,#FFE8E8,255,232,232
Cultured,#E8FFFF,232,255,255
Cultured,#FFF3F3,255,243,243
Cultured,#DCF1F1,220,241,241
Cyan,#00FFFF,0,255,255
Cyan,#00FFFF,0,255,255
Cyan,#00F2F2,0,242,242
Cyan,#00E6E6,0,230,230
Cyan,#0DFFFF,13,255,255
Cyan,#0CF2F2,12,242,242
Cyan,#0BE6E6,11,230,230
Cyan,#19FFFF,25,255,255
Cyan,#18F2F2,24,242,242
Cyan,#17E6E6,23,230,230
Cyan azure,#4E82B4,78,130,180
Cyan azure,#4E82B4,78,130,180
Cyan azure,#548BC1,84,139,193
Cyan azure,#4879A7,72,121,167
Cyan azure,#5994CE,89,148,206
Cyan azure,#43709B,67,112,155
Cyan azure,#457EB4,69,126,180
Cyan azure,#5786B4,87,134,180
Cyan azure,#4A86C1,74,134,193
Cyan azure,#517DA7,81,125,167
Cyan azure,#4F8FCE,79,143,206
Cyan azure,#4B739B,75,115,155
Cyan azure,#3C79B4,60,121,180
Cyan azure,#608BB4,96,139,180
Cyan azure,#4082C1,64,130,193
Cyan azure,#5981A7,89,129,167
Cyan azure,#458ACE,69,138,206
Cyan azure,#52779B,82,119,155
Cyan-blue azure,#4682BF,70,130,191
Cyan-blue azure,#4682BF,70,130,191
Cyan-blue azure,#4B8BCC,75,139,204
Cyan-blue azure,#4179B2,65,121,178
Cyan-blue azure,#4F93D8,79,147,216
Cyan-blue azure,#3D71A6,61,113,166
Cyan-blue azure,#3C7DBF,60,125,191
Cyan-blue azure,#5087BF,80,135,191
Cyan-blue azure,#4086CC,64,134,204
Cyan-blue azure,#4A7EB2,74,126,178
Cyan-blue azure,#458ED8,69,142,216
Cyan-blue azure,#4575A6,69,117,166
Cyan-blue azure,#3378BF,51,120,191
Cyan-blue azure,#598CBF,89,140,191
Cyan-blue azure,#3680CC,54,128,204
Cyan-blue azure,#5382B2,83,130,178
Cyan-blue azure,#3A88D8,58,136,216
Cyan-blue azure,#4D79A6,77,121,166
Cyan cobalt blue,#28589C,40,88,156
Cyan cobalt blue,#28589C,40,88,156
Cyan cobalt blue,#2B5FA9,43,95,169
Cyan cobalt blue,#25518F,37,81,143
Cyan cobalt blue,#2F66B6,47,102,182
Cyan cobalt blue,#214A83,33,74,131
Cyan cobalt blue,#20539C,32,83,156
Cyan cobalt blue,#305D9C,48,93,156
Cyan cobalt blue,#235AA9,35,90,169
Cyan cobalt blue,#2C558F,44,85,143
Cyan cobalt blue,#2561B6,37,97,182
Cyan cobalt blue,#284D83,40,77,131
Cyan cobalt blue,#184F9C,24,79,156
Cyan cobalt blue,#38619C,56,97,156
Cyan cobalt blue,#1A55A9,26,85,169
Cyan cobalt blue,#33598F,51,89,143
Cyan cobalt blue,#1C5CB6,28,92,182
Cyan cobalt blue,#2F5183,47,81,131
Cyan cornflower blue,#188BC2,24,139,194
Cyan cornflower blue,#188BC2,24,139,194
Cyan cornflower blue,#1A94CF,26,148,207
Cyan cornflower blue,#1682B5,22,130,181
Cyan cornflower blue,#1B9DDB,27,157,219
Cyan cornflower blue,#1579A8,21,121,168
Cyan cornflower blue,#0E88C2,14,136,194
Cyan cornflower blue,#228EC2,34,142,194
Cyan cornflower blue,#0F91CF,15,145,207
Cyan cornflower blue,#1F85B5,31,133,181
Cyan cornflower blue,#109ADB,16,154,219
Cyan cornflower blue,#1D7BA8,29,123,168
Cyan cornflower blue,#0585C2,5,133,194
Cyan cornflower blue,#2B91C2,43,145,194
Cyan cornflower blue,#058DCF,5,141,207
Cyan cornflower blue,#2988B5,41,136,181
Cyan cornflower blue,#0596DB,5,150,219
Cyan cornflower blue,#267EA8,38,126,168
Cyan (process),#00B7EB,0,183,235
Cyan (process),#00B7EB,0,183,235
Cyan (process),#00C1F8,0,193,248
Cyan (process),#00ADDE,0,173,222
Cyan (process),#00CBFF,0,203,255
Cyan (process),#00A3D2,0,163,210
Cyan (process),#00B4EB,0,180,235
Cyan (process),#0CBAEB,12,186,235
Cyan (process),#00BEF8,0,190,248
Cyan (process),#0BB0DE,11,176,222
Cyan (process),#00C8FF,0,200,255
Cyan (process),#0AA5D2,10,165,210
Cyan (process),#00B2EB,0,178,235
Cyan (process),#17BCEB,23,188,235
Cyan (process),#00BBF8,0,187,248
Cyan (process),#16B2DE,22,178,222
Cyan (process),#00C5FF,0,197,255
Cyan (process),#15A8D2,21,168,210
Cyber grape,#58427C,88,66,124
Cyber grape,#58427C,88,66,124
Cyber grape,#614989,97,73,137
Cyber grape,#4F3B6F,79,59,111
Cyber grape,#6A5096,106,80,150
Cyber grape,#463462,70,52,98
Cyber grape,#543C7C,84,60,124
Cyber grape,#5C487C,92,72,124
Cyber grape,#5D4289,93,66,137
Cyber grape,#52416F,82,65,111
Cyber grape,#654896,101,72,150
Cyber grape,#493962,73,57,98
Cyber grape,#50367C,80,54,124
Cyber grape,#604E7C,96,78,124
Cyber grape,#593B89,89,59,137
Cyber grape,#56466F,86,70,111
Cyber grape,#614196,97,65,150
Cyber grape,#4C3E62,76,62,98
Cyber yellow,#FFD300,255,211,0
Cyber yellow,#FFD300,255,211,0
Cyber yellow,#FFDE00,255,222,0
Cyber yellow,#F2C800,242,200,0
Cyber yellow,#FFE800,255,232,0
Cyber yellow,#E6BE00,230,190,0
Cyber yellow,#FFD100,255,209,0
Cyber yellow,#FFD50D,255,213,13
Cyber yellow,#FFDB00,255,219,0
Cyber yellow,#F2CB0C,242,203,12
Cyber yellow,#FFE600,255,230,0
Cyber yellow,#E6C00B,230,192,11
Cyber yellow,#FFCF00,255,207,0
Cyber yellow,#FFD719,255,215,25
Cyber yellow,#FFD900,255,217,0
Cyber yellow,#F2CD18,242,205,24
Cyber yellow,#FFE300,255,227,0
Cyber yellow,#E6C217,230,194,23
Cyclamen,#F56FA1,245,111,161
Cyclamen,#F56FA1,245,111,161
Cyclamen,#FF75A9,255,117,169
Cyclamen,#E86999,232,105,153
Cyclamen,#FF7BB2,255,123,178
Cyclamen,#DC6390,220,99,144
Cyclamen,#F56399,245,99,153
Cyclamen,#F57BA9,245,123,169
Cyclamen,#FF68A1,255,104,161
Cyclamen,#E875A0,232,117,160
Cyclamen,#FF6DA9,255,109,169
Cyclamen,#DC6E97,220,110,151
Cyclamen,#F55692,245,86,146
Cyclamen,#F588B0,245,136,176
Cyclamen,#FF5B99,255,91,153
Cyclamen,#E880A7,232,128,167
Cyclamen,#FF60A1,255,96,161
Cyclamen,#DC799E,220,121,158
Daffodil,#FFFF31,255,255,49
Daffodil,#FFFF31,255,255,49
Daffodil,#FFFF33,255,255,51
Daffodil,#F2F22F,242,242,47
Daffodil,#FFFF36,255,255,54
Daffodil,#E6E62C,230,230,44
Daffodil,#FFFF24,255,255,36
Daffodil,#FFFF3E,255,255,62
Daffodil,#FFFF26,255,255,38
Daffodil,#F2F23B,242,242,59
Daffodil,#FFFF28,255,255,40
Daffodil,#E6E638,230,230,56
Daffodil,#FFFF18,255,255,24
Daffodil,#FFFF4A,255,255,74
Daffodil,#FFFF19,255,255,25
Daffodil,#F2F247,242,242,71
Daffodil,#FFFF1A,255,255,26
Daffodil,#E6E643,230,230,67
Dandelion,#F0E130,240,225,48
Dandelion,#F0E130,240,225,48
Dandelion,#FDED33,253,237,51
Dandelion,#E3D52D,227,213,45
Dandelion,#FFF935,255,249,53
Dandelion,#D6C92B,214,201,43
Dandelion,#F0E024,240,224,36
Dandelion,#F0E23C,240,226,60
Dandelion,#FDEC26,253,236,38
Dandelion,#E3D639,227,214,57
Dandelion,#FFF828,255,248,40
Dandelion,#D6CA36,214,202,54
Dandelion,#F0DF18,240,223,24
Dandelion,#F0E348,240,227,72
Dandelion,#FDEB19,253,235,25
Dandelion,#E3D744,227,215,68
Dandelion,#FFF71B,255,247,27
Dandelion,#D6CB40,214,203,64
Dark blue,#00008B,0,0,139
Dark blue,#00008B,0,0,139
Dark blue,#000098,0,0,152
Dark blue,#00007E,0,0,126
Dark blue,#0000A4,0,0,164
Dark blue,#000072,0,0,114
Dark blue,#07078B,7,7,139
Dark blue,#06067E,6,6,126
Dark blue,#060672,6,6,114
Dark blue,#0E0E8B,14,14,139
Dark blue,#0D0D7E,13,13,126
Dark blue,#0B0B72,11,11,114
Dark blue-gray,#666699,102,102,153
Dark blue-gray,#666699,102,102,153
Dark blue-gray,#6F6FA6,111,111,166
Dark blue-gray,#5E5E8C,94,94,140
Dark blue-gray,#7777B2,119,119,178
Dark blue-gray,#555580,85,85,128
Dark blue-gray,#5E5E99,94,94,153
Dark blue-gray,#6E6E99,110,110,153
Dark blue-gray,#6666A6,102,102,166
Dark blue-gray,#65658C,101,101,140
Dark blue-gray,#6E6EB2,110,110,178
Dark blue-gray,#5B5B80,91,91,128
Dark blue-gray,#575799,87,87,153
Dark blue-gray,#757599,117,117,153
Dark blue-gray,#5E5EA6,94,94,166
Dark blue-gray,#6C6C8C,108,108,140
Dark blue-gray,#6565B2,101,101,178
Dark blue-gray,#626280,98,98,128
Dark brown,#654321,101,67,33
Dark brown,#654321,101,67,33
Dark brown,#724B25,114,75,37
Dark brown,#583B1D,88,59,29
Dark brown,#7E5429,126,84,41
Dark brown,#4B3219,75,50,25
Dark brown,#65401C,101,64,28
Dark brown,#654626,101,70,38
Dark brown,#72491F,114,73,31
Dark brown,#583D21,88,61,33
Dark brown,#7E5123,126,81,35
Dark brown,#4B341C,75,52,28
Dark brown,#653E17,101,62,23
Dark brown,#65482B,101,72,43
Dark brown,#72461A,114,70,26
Dark brown,#583F26,88,63,38
Dark brown,#7E4E1D,126,78,29
Dark brown,#4B3620,75,54,32
Dark brown-tangelo,#88654E,136,101,78
Dark brown-tangelo,#88654E,136,101,78
Dark brown-tangelo,#956E55,149,110,85
Dark brown-tangelo,#7B5C47,123,92,71
Dark brown-tangelo,#A2785D,162,120,93
Dark brown-tangelo,#6E523F,110,82,63
Dark brown-tangelo,#886147,136,97,71
Dark brown-tangelo,#886955,136,105,85
Dark brown-tangelo,#956A4E,149,106,78
Dark brown-tangelo,#7B5F4D,123,95,77
Dark brown-tangelo,#A27355,162,115,85
Dark brown-tangelo,#6E5545,110,85,69
Dark brown-tangelo,#885D40,136,93,64
Dark brown-tangelo,#886D5C,136,109,92
Dark brown-tangelo,#956546,149,101,70
Dark brown-tangelo,#7B6353,123,99,83
Dark brown-tangelo,#A26E4C,162,110,76
Dark brown-tangelo,#6E594A,110,89,74
Dark byzantium,#5D3954,93,57,84
Dark byzantium,#5D3954,93,57,84
Dark byzantium,#6A4160,106,65,96
Dark byzantium,#503148,80,49,72
Dark byzantium,#76496B,118,73,107
Dark byzantium,#43293D,67,41,61
Dark byzantium,#5D3453,93,52,83
Dark byzantium,#5D3E55,93,62,85
Dark byzantium,#6A3C5E,106,60,94
Dark byzantium,#503549,80,53,73
Dark byzantium,#76436A,118,67,106
Dark byzantium,#432D3E,67,45,62
Dark byzantium,#5D3052,93,48,82
Dark byzantium,#5D4256,93,66,86
Dark byzantium,#6A365D,106,54,93
Dark byzantium,#50394A,80,57,74
Dark byzantium,#763D68,118,61,104
Dark byzantium,#43303F,67,48,63
Dark candy apple red,#A40000,164,0,0
Dark candy apple red,#A40000,164,0,0
Dark candy apple red,#B10000,177,0,0
Dark candy apple red,#970000,151,0,0
Dark candy apple red,#BE0000,190,0,0
Dark candy apple red,#8B0000,139,0,0
Dark candy apple red,#A40808,164,8,8
Dark candy apple red,#970808,151,8,8
Dark candy apple red,#8B0707,139,7,7
Dark candy apple red,#A41010,164,16,16
Dark candy apple red,#970F0F,151,15,15
Dark candy apple red,#8B0E0E,139,14,14
Dark cerulean,#08457E,8,69,126
Dark cerulean,#08457E,8,69,126
Dark cerulean,#094C8B,9,76,139
Dark cerulean,#073E71,7,62,113
Dark cerulean,#0A5398,10,83,152
Dark cerulean,#063765,6,55,101
Dark cerulean,#02427E,2,66,126
Dark cerulean,#0E487E,14,72,126
Dark cerulean,#02498B,2,73,139
Dark cerulean,#0D4171,13,65,113
Dark cerulean,#024F98,2,79,152
Dark cerulean,#0B3965,11,57,101
Dark cerulean,#003F7E,0,63,126
Dark cerulean,#154B7E,21,75,126
Dark cerulean,#00458B,0,69,139
Dark cerulean,#134371,19,67,113
Dark cerulean,#004C98,0,76,152
Dark cerulean,#103C65,16,60,101
Dark chestnut,#986960,152,105,96
Dark chestnut,#986960,152,105,96
Dark chestnut,#A57268,165,114,104
Dark chestnut,#8B6058,139,96,88
Dark chestnut,#B27B70,178,123,112
Dark chestnut,#7E5750,126,87,80
Dark chestnut,#986358,152,99,88
Dark chestnut,#986F68,152,111,104
Dark chestnut,#A56B60,165,107,96
Dark chestnut,#8B665F,139,102,95
Dark chestnut,#B27367,178,115,103
Dark chestnut,#7E5D56,126,93,86
Dark chestnut,#985C51,152,92,81
Dark chestnut,#98766F,152,118,111
Dark chestnut,#A56458,165,100,88
Dark chestnut,#8B6C66,139,108,102
Dark chestnut,#B26C5E,178,108,94
Dark chestnut,#7E625D,126,98,93
Dark coral,#CD5B45,205,91,69
Dark coral,#CD5B45,205,91,69
Dark coral,#DA6149,218,97,73
Dark coral,#C05541,192,85,65
Dark coral,#E6664E,230,102,78
Dark coral,#B4503C,180,80,60
Dark coral,#CD523B,205,82,59
Dark coral,#CD644F,205,100,79
Dark coral,#DA583E,218,88,62
Dark coral,#C05D4A,192,93,74
Dark coral,#E65D42,230,93,66
Dark coral,#B45745,180,87,69
Dark coral,#CD4A30,205,74,48
Dark coral,#CD6C59,205,108,89
Dark coral,#DA4E34,218,78,52
Dark coral,#C06554,192,101,84
Dark coral,#E65337,230,83,55
Dark coral,#B45F4E,180,95,78
Dark cyan,#008B8B,0,139,139
Dark cyan,#008B8B,0,139,139
Dark cyan,#009898,0,152,152
Dark cyan,#007E7E,0,126,126
Dark cyan,#00A4A4,0,164,164
Dark cyan,#007272,0,114,114
Dark cyan,#078B8B,7,139,139
Dark cyan,#067E7E,6,126,126
Dark cyan,#067272,6,114,114
Dark cyan,#0E8B8B,14,139,139
Dark cyan,#0D7E7E,13,126,126
Dark cyan,#0B7272,11,114,114
Dark electric blue,#536878,83,104,120
Dark electric blue,#536878,83,104,120
Dark electric blue,#5C7385,92,115,133
Dark electric blue,#4A5D6B,74,93,107
Dark electric blue,#657E92,101,126,146
Dark electric blue,#41525E,65,82,94
Dark electric blue,#4D6578,77,101,120
Dark electric blue,#596B78,89,107,120
Dark electric blue,#557085,85,112,133
Dark electric blue,#505F6B,80,95,107
Dark electric blue,#5D7B92,93,123,146
Dark electric blue,#46545E,70,84,94
Dark electric blue,#476378,71,99,120
Dark electric blue,#5F6D78,95,109,120
Dark electric blue,#4F6D85,79,109,133
Dark electric blue,#55626B,85,98,107
Dark electric blue,#567892,86,120,146
Dark electric blue,#4B565E,75,86,94
Dark goldenrod,#B8860B,184,134,11
Dark goldenrod,#B8860B,184,134,11
Dark goldenrod,#C58F0C,197,143,12
Dark goldenrod,#AB7D0A,171,125,10
Dark goldenrod,#D2990D,210,153,13
Dark goldenrod,#9E7309,158,115,9
Dark goldenrod,#B88302,184,131,2
Dark goldenrod,#B88914,184,137,20
Dark goldenrod,#C58C02,197,140,2
Dark goldenrod,#AB7F13,171,127,19
Dark goldenrod,#D29602,210,150,2
Dark goldenrod,#9E7611,158,118,17
Dark goldenrod,#B88100,184,129,0
Dark goldenrod,#B88B1D,184,139,29
Dark goldenrod,#C58A00,197,138,0
Dark goldenrod,#AB821B,171,130,27
Dark goldenrod,#D29300,210,147,0
Dark goldenrod,#9E7819,158,120,25
Dark gray (X11),#A9A9A9,169,169,169
Dark gray (X11),#A9A9A9,169,169,169
Dark gray (X11),#B6B6B6,182,182,182
Dark gray (X11),#9C9C9C,156,156,156
Dark gray (X11),#C2C2C2,194,194,194
Dark gray (X11),#909090,144,144,144
Dark gray (X11),#A9A1A1,169,161,161
Dark gray (X11),#A9B1B1,169,177,177
Dark gray (X11),#B6ADAD,182,173,173
Dark gray (X11),#9CA4A4,156,164,164
Dark gray (X11),#C2B9B9,194,185,185
Dark gray (X11),#909797,144,151,151
Dark gray (X11),#A99898,169,152,152
Dark gray (X11),#A9BABA,169,186,186
Dark gray (X11),#B6A4A4,182,164,164
Dark gray (X11),#9CACAC,156,172,172
Dark gray (X11),#C2AFAF,194,175,175
Dark gray (X11),#909E9E,144,158,158
Dark green,#013220,1,50,32
Dark green,#013220,1,50,32
Dark green,#013F28,1,63,40
Dark green,#012518,1,37,24
Dark green,#024C30,2,76,48
Dark green,#001810,0,24,16
Dark green,#00321F,0,50,31
Dark green,#043221,4,50,33
Dark green,#003F27,0,63,39
Dark green,#032519,3,37,25
Dark green,#004C2F,0,76,47
Dark green,#021810,2,24,16
Dark green,#00321E,0,50,30
Dark green,#063222,6,50,34
Dark green,#003F26,0,63,38
Dark green,#042519,4,37,25
Dark green,#004C2E,0,76,46
Dark green,#031811,3,24,17
Dark green (X11),#006400,0,100,0
Dark green (X11),#006400,0,100,0
Dark green (X11),#007100,0,113,0
Dark green (X11),#005700,0,87,0
Dark green (X11),#007E00,0,126,0
Dark green (X11),#004A00,0,74,0
Dark green (X11),#056405,5,100,5
Dark green (X11),#045704,4,87,4
Dark green (X11),#044A04,4,74,4
Dark green (X11),#0A640A,10,100,10
Dark green (X11),#095709,9,87,9
Dark green (X11),#074A07,7,74,7
Dark gunmetal,#1F262A,31,38,42
Dark gunmetal,#1F262A,31,38,42
Dark gunmetal,#283237,40,50,55
Dark gunmetal,#161A1D,22,26,29
Dark gunmetal,#323D44,50,61,68
Dark gunmetal,#0C0F10,12,15,16
Dark gunmetal,#1D252A,29,37,42
Dark gunmetal,#21272A,33,39,42
Dark gunmetal,#263137,38,49,55
Dark gunmetal,#171B1D,23,27,29
Dark gunmetal,#2E3C44,46,60,68
Dark gunmetal,#0D0F10,13,15,16
Dark gunmetal,#1B242A,27,36,42
Dark gunmetal,#23282A,35,40,42
Dark gunmetal,#233037,35,48,55
Dark gunmetal,#191C1D,25,28,29
Dark gunmetal,#2B3B44,43,59,68
Dark gunmetal,#0E1010,14,16,16
Dark imperial blue,#00416A,0,65,106
Dark imperial blue,#00416A,0,65,106
Dark imperial blue,#004977,0,73,119
Dark imperial blue,#00395D,0,57,93
Dark imperial blue,#005184,0,81,132
Dark imperial blue,#003150,0,49,80
Dark imperial blue,#003F6A,0,63,106
Dark imperial blue,#05436A,5,67,106
Dark imperial blue,#004777,0,71,119
Dark imperial blue,#053B5D,5,59,93
Dark imperial blue,#004E84,0,78,132
Dark imperial blue,#043350,4,51,80
Dark imperial blue,#003D6A,0,61,106
Dark imperial blue,#0B456A,11,69,106
Dark imperial blue,#004477,0,68,119
Dark imperial blue,#093D5D,9,61,93
Dark imperial blue,#004C84,0,76,132
Dark imperial blue,#083450,8,52,80
Dark imperial blue,#00147E,0,20,126
Dark imperial blue,#00147E,0,20,126
Dark imperial blue,#00168B,0,22,139
Dark imperial blue,#001271,0,18,113
Dark imperial blue,#001898,0,24,152
Dark imperial blue,#001065,0,16,101
Dark imperial blue,#000F7E,0,15,126
Dark imperial blue,#06197E,6,25,126
Dark imperial blue,#00108B,0,16,139
Dark imperial blue,#061771,6,23,113
Dark imperial blue,#001298,0,18,152
Dark imperial blue,#051465,5,20,101
Dark imperial blue,#00097E,0,9,126
Dark imperial blue,#0D1F7E,13,31,126
Dark imperial blue,#000A8B,0,10,139
Dark imperial blue,#0B1C71,11,28,113
Dark imperial blue,#000B98,0,11,152
Dark imperial blue,#0A1865,10,24,101
Dark jungle green,#1A2421,26,36,33
Dark jungle green,#1A2421,26,36,33
Dark jungle green,#23312D,35,49,45
Dark jungle green,#111715,17,23,21
Dark jungle green,#2C3E38,44,62,56
Dark jungle green,#080A0A,8,10,10
Dark jungle green,#182420,24,36,32
Dark jungle green,#1C2422,28,36,34
Dark jungle green,#21312C,33,49,44
Dark jungle green,#121716,18,23,22
Dark jungle green,#293E37,41,62,55
Dark jungle green,#162420,22,36,32
Dark jungle green,#1E2422,30,36,34
Dark jungle green,#1E312B,30,49,43
Dark jungle green,#131716,19,23,22
Dark jungle green,#263E37,38,62,55
Dark jungle green,#090A0A,9,10,10
Dark khaki,#BDB76B,189,183,107
Dark khaki,#BDB76B,189,183,107
Dark khaki,#CAC372,202,195,114
Dark khaki,#B0AB64,176,171,100
Dark khaki,#D6D079,214,208,121
Dark khaki,#A49E5D,164,158,93
Dark khaki,#BDB662,189,182,98
Dark khaki,#BDB874,189,184,116
Dark khaki,#CAC368,202,195,104
Dark khaki,#B0AB6D,176,171,109
Dark khaki,#D6CF6F,214,207,111
Dark khaki,#A49F65,164,159,101
Dark khaki,#BDB658,189,182,88
Dark khaki,#BDB87E,189,184,126
Dark khaki,#CAC25E,202,194,94
Dark khaki,#B0AC75,176,172,117
Dark khaki,#D6CE64,214,206,100
Dark khaki,#A4A06D,164,160,109
Dark lava,#483C32,72,60,50
Dark lava,#483C32,72,60,50
Dark lava,#55473B,85,71,59
Dark lava,#3B3129,59,49,41
Dark lava,#625144,98,81,68
Dark lava,#2E2720,46,39,32
Dark lava,#483A2E,72,58,46
Dark lava,#483E36,72,62,54
Dark lava,#554437,85,68,55
Dark lava,#3B332C,59,51,44
Dark lava,#624F3F,98,79,63
Dark lava,#2E2823,46,40,35
Dark lava,#48382B,72,56,43
Dark lava,#484039,72,64,57
Dark lava,#554232,85,66,50
Dark lava,#3B352F,59,53,47
Dark lava,#624C3A,98,76,58
Dark lava,#2E2925,46,41,37
Dark lavender,#734F96,115,79,150
Dark lavender,#734F96,115,79,150
Dark lavender,#7D56A3,125,86,163
Dark lavender,#694889,105,72,137
Dark lavender,#875CB0,135,92,176
Dark lavender,#5F427D,95,66,125
Dark lavender,#6F4896,111,72,150
Dark lavender,#775696,119,86,150
Dark lavender,#794EA3,121,78,163
Dark lavender,#6D4F89,109,79,137
Dark lavender,#8254B0,130,84,176
Dark lavender,#63487D,99,72,125
Dark lavender,#6C4096,108,64,150
Dark lavender,#7A5E96,122,94,150
Dark lavender,#7545A3,117,69,163
Dark lavender,#705689,112,86,137
Dark lavender,#7E4BB0,126,75,176
Dark lavender,#664E7D,102,78,125
Dark liver,#534B4F,83,75,79
Dark liver,#534B4F,83,75,79
Dark liver,#60575B,96,87,91
Dark liver,#463F43,70,63,67
Dark liver,#6D6267,109,98,103
Dark liver,#3A3437,58,52,55
Dark liver,#53474D,83,71,77
Dark liver,#534F51,83,79,81
Dark liver,#605259,96,82,89
Dark liver,#464345,70,67,69
Dark liver,#6D5D65,109,93,101
Dark liver,#3A3738,58,55,56
Dark liver,#53434B,83,67,75
Dark liver,#535353,83,83,83
Dark liver,#604D56,96,77,86
Dark liver,#464746,70,71,70
Dark liver,#6D5762,109,87,98
Dark liver,#3A3A3A,58,58,58
Dark liver (horses),#543D37,84,61,55
Dark liver (horses),#543D37,84,61,55
Dark liver (horses),#61463F,97,70,63
Dark liver (horses),#47342F,71,52,47
Dark liver (horses),#6E5048,110,80,72
Dark liver (horses),#3A2A26,58,42,38
Dark liver (horses),#543A33,84,58,51
Dark liver (horses),#54403B,84,64,59
Dark liver (horses),#61423B,97,66,59
Dark liver (horses),#473732,71,55,50
Dark liver (horses),#6E4B42,110,75,66
Dark liver (horses),#3A2D29,58,45,41
Dark liver (horses),#54362F,84,54,47
Dark liver (horses),#54443F,84,68,63
Dark liver (horses),#613F36,97,63,54
Dark liver (horses),#473936,71,57,54
Dark liver (horses),#6E473D,110,71,61
Dark liver (horses),#3A2F2C,58,47,44
Dark magenta,#8B008B,139,0,139
Dark magenta,#8B008B,139,0,139
Dark magenta,#980098,152,0,152
Dark magenta,#7E007E,126,0,126
Dark magenta,#A400A4,164,0,164
Dark magenta,#720072,114,0,114
Dark magenta,#8B078B,139,7,139
Dark magenta,#7E067E,126,6,126
Dark magenta,#720672,114,6,114
Dark magenta,#8B0E8B,139,14,139
Dark magenta,#7E0D7E,126,13,126
Dark magenta,#720B72,114,11,114
Dark medium gray,#A9A9A9,169,169,169
Dark medium gray,#A9A9A9,169,169,169
Dark medium gray,#B6B6B6,182,182,182
Dark medium gray,#9C9C9C,156,156,156
Dark medium gray,#C2C2C2,194,194,194
Dark medium gray,#909090,144,144,144
Dark medium gray,#A9A1A1,169,161,161
Dark medium gray,#A9B1B1,169,177,177
Dark medium gray,#B6ADAD,182,173,173
Dark medium gray,#9CA4A4,156,164,164
Dark medium gray,#C2B9B9,194,185,185
Dark medium gray,#909797,144,151,151
Dark medium gray,#A99898,169,152,152
Dark medium gray,#A9BABA,169,186,186
Dark medium gray,#B6A4A4,182,164,164
Dark medium gray,#9CACAC,156,172,172
Dark medium gray,#C2AFAF,194,175,175
Dark medium gray,#909E9E,144,158,158
Dark midnight blue,#003366,0,51,102
Dark midnight blue,#003366,0,51,102
